id,age_group,gender,self_pref_roast,A_pref,B_pref,C_pref,D_pref,fav_sample
1r2Q6l,35-44 years old,Male,Medium,4.0,2.0,5.0,2.0,Coffee C
7d97MR,18-24 years old,Male,Light,4.0,3.0,3.0,3.0,Coffee A
ylq8GB,25-34 years old,Male,Medium,1.0,2.0,5.0,4.0,Coffee C
kYR8p1,35-44 years old,Male,Light,3.0,4.0,4.0,5.0,Coffee D
8dpbgx,18-24 years old,Male,Medium,3.0,2.0,3.0,5.0,Coffee D
VZ1Wqg,25-34 years old,Female,Light,4.0,3.0,3.0,5.0,Coffee D
WApaBa,35-44 years old,Female,Light,5.0,3.0,4.0,2.0,Coffee A
dY2J1q,35-44 years old,Male,Light,4.0,3.0,5.0,2.0,Coffee C
vNx8W0,25-34 years old,Male,Light,3.0,2.0,1.0,4.0,Coffee D
5dqaOo,35-44 years old,Male,Light,3.0,4.0,3.0,1.0,Coffee B
QABNWp,25-34 years old,Female,Medium,2.0,3.0,5.0,4.0,Coffee C
ZdRbQo,35-44 years old,Male,Medium,2.0,3.0,5.0,4.0,Coffee C
NAB2yB,55-64 years old,Male,Medium,1.0,2.0,3.0,4.0,Coffee D
oAV81e,18-24 years old,Male,Light,4.0,3.0,4.0,5.0,Coffee D
PABZYx,35-44 years old,Female,Light,4.0,2.0,3.0,5.0,Coffee D
PABZWb,25-34 years old,Female,Medium,1.0,4.0,4.0,3.0,Coffee B
XeB6v4,18-24 years old,Male,Medium,2.0,4.0,4.0,1.0,Coffee C
9dJAxQ,25-34 years old,Male,Medium,2.0,3.0,4.0,1.0,Coffee C
DVvRE5,<18 years old,Female,Medium,2.0,4.0,5.0,1.0,Coffee C
lNl87X,25-34 years old,Female,Medium,4.0,3.0,5.0,2.0,Coffee A
eBxgye,25-34 years old,Female,Light,3.0,4.0,1.0,3.0,Coffee B
aBrpgq,25-34 years old,Female,Medium,3.0,1.0,5.0,4.0,Coffee C
OABxrR,25-34 years old,Male,Medium,3.0,3.0,5.0,3.0,Coffee A
1r2QxQ,25-34 years old,Male,Medium,3.0,3.0,1.0,4.0,Coffee D
AlbM9z,25-34 years old,Male,Light,4.0,3.0,1.0,5.0,Coffee C
8dpbWO,25-34 years old,Female,Light,4.0,2.0,2.0,3.0,Coffee B
7d97zA,18-24 years old,Female,Light,4.0,2.0,2.0,5.0,Coffee D
24x9zV,18-24 years old,Non-binary,Dark,2.0,1.0,3.0,1.0,Coffee D
VZ1W9j,25-34 years old,,Medium,3.0,4.0,4.0,4.0,Coffee B
rlr8YN,25-34 years old,Male,Light,5.0,3.0,2.0,4.0,Coffee A
xdN80d,25-34 years old,Male,Light,4.0,2.0,5.0,3.0,Coffee A
1r2QgW,55-64 years old,Male,Medium,2.0,4.0,3.0,4.0,Coffee D
EPbo64,25-34 years old,Prefer not to say,Medium,2.0,3.0,4.0,4.0,Coffee B
qbE877,35-44 years old,Male,Light,4.0,3.0,3.0,1.0,Coffee B
KMBrGV,35-44 years old,Female,Light,3.0,3.0,4.0,5.0,Coffee A
6dQ6WY,35-44 years old,Non-binary,Dark,3.0,4.0,5.0,2.0,Coffee C
EPboA4,45-54 years old,Male,Medium,5.0,4.0,3.0,1.0,Coffee A
PABZy5,25-34 years old,Female,Medium,2.0,4.0,4.0,1.0,Coffee C
ZdRbgz,25-34 years old,Male,Medium,3.0,5.0,3.0,2.0,Coffee B
EPbo6r,25-34 years old,Male,Blonde,4.0,1.0,4.0,5.0,Coffee D
6dQ6zB,35-44 years old,Male,Dark,4.0,2.0,4.0,4.0,Coffee C
LdM4Ey,25-34 years old,Male,Medium,4.0,3.0,2.0,4.0,Coffee D
ylq8gg,35-44 years old,Male,Medium,4.0,3.0,3.0,4.0,Coffee A
42NlOY,25-34 years old,Male,Medium,3.0,4.0,5.0,1.0,Coffee C
MAdjPM,25-34 years old,Male,Nordic,4.0,2.0,5.0,1.0,Coffee C
8dpb5O,55-64 years old,Male,Medium,4.0,3.0,3.0,5.0,Coffee D
1r2QRl,25-34 years old,Male,Light,4.0,1.0,3.0,5.0,Coffee D
jB985Q,45-54 years old,Female,Medium,3.0,5.0,2.0,1.0,Coffee B
J2kEBo,55-64 years old,Male,Medium,5.0,3.0,2.0,4.0,Coffee A
eBxgvk,55-64 years old,Female,Medium,1.0,5.0,5.0,2.0,Coffee B
7d97jZ,25-34 years old,Male,Medium,2.0,3.0,4.0,4.0,Coffee D
dY2JzK,35-44 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
PABZe5,35-44 years old,Male,Medium,4.0,4.0,5.0,1.0,Coffee C
J2kEGo,35-44 years old,Male,Dark,3.0,2.0,2.0,2.0,Coffee A
ylq8zx,25-34 years old,Female,Dark,2.0,3.0,5.0,2.0,Coffee C
xdN8z5,25-34 years old,Male,Medium,3.0,1.0,2.0,5.0,Coffee D
NAB2dj,25-34 years old,Male,Medium,3.0,2.0,4.0,4.0,Coffee D
ylq81x,18-24 years old,Male,Light,4.0,4.0,2.0,5.0,Coffee D
vNx8zD,45-54 years old,Male,Light,4.0,2.0,4.0,2.0,Coffee D
oAV8zP,25-34 years old,Male,Medium,4.0,5.0,3.0,5.0,Coffee D
QABNkG,35-44 years old,Male,Medium,1.0,1.0,4.0,2.0,Coffee C
PABZqd,35-44 years old,Male,Dark,2.0,5.0,4.0,3.0,Coffee B
oAV8LX,18-24 years old,Male,Medium,2.0,4.0,5.0,4.0,Coffee C
XeB6Pd,18-24 years old,Female,Light,2.0,1.0,2.0,3.0,Coffee D
AlbMRB,35-44 years old,Male,Medium,4.0,2.0,3.0,5.0,Coffee D
jB98XR,18-24 years old,Female,Medium,2.0,4.0,5.0,1.0,Coffee C
NAB2Zb,25-34 years old,Female,Light,2.0,3.0,4.0,4.0,Coffee C
aBrpMy,25-34 years old,Female,Dark,5.0,3.0,3.0,1.0,Coffee A
OABxKK,18-24 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
EPbooq,25-34 years old,Female,Blonde,4.0,2.0,5.0,1.0,Coffee C
PABZq0,35-44 years old,Male,Medium,3.0,3.0,3.0,4.0,Coffee B
GrBOE2,25-34 years old,Male,Medium,2.0,4.0,3.0,1.0,Coffee B
pLPYYZ,25-34 years old,Male,Light,3.0,1.0,3.0,4.0,Coffee D
GrBOVj,25-34 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
DVvROb,25-34 years old,,Light,5.0,2.0,4.0,3.0,Coffee A
rlr8Z5,25-34 years old,Female,Medium,5.0,4.0,5.0,3.0,Coffee C
KMBr2M,25-34 years old,Male,Light,4.0,5.0,3.0,5.0,Coffee D
kYR8BJ,25-34 years old,Female,Light,4.0,3.0,4.0,5.0,Coffee D
aBrpJ9,25-34 years old,Female,Medium,2.0,3.0,5.0,3.0,Coffee C
bl41a0,25-34 years old,Male,Medium,2.0,3.0,3.0,4.0,Coffee D
RzBqyp,25-34 years old,Male,Light,3.0,1.0,3.0,5.0,Coffee D
1r2Q0M,45-54 years old,Male,Medium,3.0,3.0,2.0,5.0,Coffee D
GrBOO2,35-44 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
jB98V6,35-44 years old,Male,Medium,3.0,4.0,3.0,4.0,Coffee D
QABNpg,18-24 years old,Male,Medium,3.0,3.0,4.0,3.0,Coffee C
DVvR6j,25-34 years old,Male,Light,2.0,3.0,3.0,4.0,Coffee D
xdN8q9,25-34 years old,Female,Light,4.0,3.0,3.0,4.0,Coffee D
xdN8W9,25-34 years old,Female,Light,5.0,2.0,3.0,4.0,Coffee A
9dJAzX,25-34 years old,,Medium,4.0,3.0,5.0,2.0,Coffee C
rlr8ep,>65 years old,Female,Medium,3.0,4.0,2.0,2.0,Coffee B
WApa4L,25-34 years old,Female,Blonde,4.0,2.0,2.0,5.0,Coffee D
lNl8pV,35-44 years old,Male,Medium,3.0,4.0,2.0,3.0,Coffee B
9dJAbX,25-34 years old,Female,Light,2.0,1.0,2.0,3.0,Coffee D
zKQ8A1,25-34 years old,Female,Medium,3.0,1.0,5.0,3.0,Coffee C
QABNP1,35-44 years old,Female,Medium,2.0,3.0,2.0,4.0,Coffee D
pLPYEE,35-44 years old,,Medium,4.0,1.0,2.0,3.0,Coffee A
GrBOMQ,35-44 years old,Male,Light,2.0,2.0,5.0,4.0,Coffee B
RzBqpQ,25-34 years old,Male,Nordic,4.0,2.0,3.0,5.0,Coffee D
24x9MM,18-24 years old,Male,Medium,2.0,4.0,3.0,4.0,Coffee D
7d9rX0,25-34 years old,Male,Light,4.0,3.0,3.0,5.0,Coffee D
YZz72z,18-24 years old,Other (please specify),Medium,3.0,5.0,4.0,2.0,Coffee B
42Nl0b,18-24 years old,Other (please specify),Dark,2.0,1.0,3.0,4.0,Coffee D
lNl8JX,35-44 years old,Male,Medium,4.0,1.0,5.0,5.0,Coffee D
xdN8kd,25-34 years old,Female,Light,5.0,1.0,2.0,3.0,Coffee A
VZ1WWE,35-44 years old,Male,Medium,4.0,3.0,5.0,2.0,Coffee C
bl4QV6,25-34 years old,Female,Medium,4.0,5.0,3.0,1.0,Coffee A
LdM4xG,55-64 years old,Male,Light,3.0,4.0,2.0,4.0,Coffee D
VZ1OLj,25-34 years old,Male,Light,3.0,2.0,4.0,5.0,Coffee D
KMBrrk,35-44 years old,Female,Light,4.0,1.0,2.0,5.0,Coffee A
5dqaWQ,25-34 years old,Male,Medium,2.0,4.0,5.0,3.0,Coffee C
NAB22W,35-44 years old,Male,Dark,2.0,4.0,3.0,2.0,Coffee B
eBxWZx,35-44 years old,Male,Light,4.0,2.0,1.0,5.0,Coffee D
OABxOM,25-34 years old,Male,Light,4.0,4.0,2.0,3.0,Coffee B
lNl825,25-34 years old,Male,Medium,4.0,2.0,4.0,3.0,Coffee D
EPboy2,25-34 years old,Male,Medium,4.0,3.0,2.0,4.0,Coffee A
LdM48z,25-34 years old,Female,Light,4.0,5.0,1.0,4.0,Coffee D
KMBKYX,18-24 years old,Male,Medium,5.0,4.0,2.0,5.0,Coffee D
NAB21W,25-34 years old,Female,Medium,3.0,5.0,3.0,1.0,Coffee B
42NlMo,35-44 years old,Female,Light,4.0,2.0,1.0,3.0,Coffee A
BGbJv4,25-34 years old,Non-binary,Nordic,5.0,2.0,1.0,5.0,Coffee C
rlr8No,35-44 years old,Male,Light,2.0,4.0,3.0,1.0,Coffee B
24xGEe,45-54 years old,Male,Medium,3.0,3.0,4.0,4.0,Coffee C
lNlkBN,25-34 years old,Female,Medium,1.0,3.0,2.0,3.0,Coffee D
eBxWae,25-34 years old,Male,Medium,2.0,3.0,5.0,3.0,Coffee C
WApavR,25-34 years old,Male,Light,4.0,4.0,2.0,3.0,Coffee A
1r2o9p,25-34 years old,Male,Medium,5.0,2.0,3.0,4.0,Coffee A
OABM7R,35-44 years old,Male,Light,5.0,4.0,2.0,3.0,Coffee A
aBrqOX,25-34 years old,Male,Medium,4.0,4.0,5.0,4.0,Coffee D
qbE1GG,35-44 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
8dp4aP,25-34 years old,Male,Light,3.0,4.0,3.0,5.0,Coffee D
0EjR7j,35-44 years old,Male,Light,4.0,2.0,3.0,4.0,Coffee A
YZz7EN,25-34 years old,Male,Light,4.0,4.0,2.0,5.0,Coffee A
OABxRk,45-54 years old,Male,Medium,5.0,4.0,2.0,1.0,Coffee A
AlbMgN,18-24 years old,Male,Medium,2.0,3.0,5.0,3.0,Coffee C
lNlk6k,25-34 years old,,Light,3.0,4.0,5.0,5.0,Coffee C
OABxWM,25-34 years old,Female,Dark,3.0,5.0,4.0,1.0,Coffee B
xdN5Yy,25-34 years old,Male,Medium,3.0,2.0,1.0,5.0,Coffee D
AlbMYB,25-34 years old,Male,Medium,2.0,4.0,3.0,1.0,Coffee B
ylq5Jg,25-34 years old,Male,Light,4.0,1.0,1.0,4.0,Coffee A
VZ1WRj,18-24 years old,Prefer not to say,Light,4.0,3.0,5.0,4.0,Coffee C
jB9Ala,35-44 years old,Male,Light,1.0,4.0,3.0,5.0,Coffee D
YZzl4B,18-24 years old,,Light,4.0,5.0,2.0,2.0,Coffee B
J2kvz4,25-34 years old,Female,Medium,3.0,5.0,4.0,2.0,Coffee B
oAV8W5,45-54 years old,Female,Light,2.0,4.0,3.0,1.0,Coffee B
oAVLGe,25-34 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
KMBKlA,18-24 years old,Male,Dark,1.0,3.0,4.0,2.0,Coffee C
6dQEDY,25-34 years old,Male,Medium,4.0,2.0,3.0,5.0,Coffee D
1r2o7Q,25-34 years old,Male,Light,5.0,1.0,4.0,3.0,Coffee A
1r2oVQ,25-34 years old,Male,Light,4.0,1.0,3.0,5.0,Coffee B
0EjR8y,25-34 years old,Male,Medium,2.0,4.0,5.0,1.0,Coffee C
LdMLzp,25-34 years old,Female,Medium,1.0,3.0,4.0,4.0,Coffee C
LdML7p,35-44 years old,Male,Medium,4.0,3.0,5.0,2.0,Coffee C
jB9Ab4,25-34 years old,Female,Medium,3.0,4.0,4.0,4.0,Coffee D
aBrq4B,25-34 years old,Male,Medium,2.0,4.0,4.0,3.0,Coffee C
DVv6Nq,25-34 years old,Male,Light,4.0,3.0,4.0,5.0,Coffee D
DVv6pR,18-24 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee A
rlrMON,25-34 years old,Male,Medium,3.0,1.0,3.0,5.0,Coffee D
g5N6Ml,25-34 years old,Male,Light,4.0,3.0,1.0,3.0,Coffee C
NAB1oB,35-44 years old,Male,Light,3.0,5.0,1.0,2.0,Coffee B
VZ1Ojy,25-34 years old,Male,Medium,3.0,5.0,4.0,2.0,Coffee B
dY2exq,25-34 years old,Male,Medium,5.0,2.0,4.0,1.0,Coffee A
RzByo9,25-34 years old,Male,Medium,2.0,5.0,3.0,2.0,Coffee B
rlrMoN,25-34 years old,,Medium,2.0,2.0,4.0,2.0,Coffee B
XeBP4g,25-34 years old,Female,Medium,3.0,4.0,3.0,2.0,Coffee B
DVv6qN,>65 years old,,Medium,2.0,1.0,4.0,5.0,Coffee D
vNx5P0,35-44 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
6dQEZk,25-34 years old,Male,Nordic,4.0,1.0,2.0,5.0,Coffee D
qbE1d7,18-24 years old,,Medium,5.0,3.0,2.0,1.0,Coffee A
bl4QeL,25-34 years old,Male,Light,3.0,2.0,3.0,5.0,Coffee D
PABJ55,25-34 years old,Male,Light,5.0,3.0,3.0,4.0,Coffee A
aBrq9b,45-54 years old,Male,Light,3.0,1.0,4.0,2.0,Coffee C
LdMLPv,25-34 years old,Female,Medium,5.0,3.0,2.0,5.0,Coffee D
qbE1VY,18-24 years old,Male,Light,3.0,1.0,2.0,5.0,Coffee D
oAVLEx,25-34 years old,Male,Light,3.0,5.0,3.0,5.0,Coffee D
PABJ1V,25-34 years old,Male,Medium,2.0,3.0,4.0,4.0,Coffee C
0EjR6N,25-34 years old,Female,Blonde,1.0,5.0,4.0,2.0,Coffee B
BGbW75,>65 years old,Male,Medium,3.0,5.0,4.0,2.0,Coffee B
8dp4L5,25-34 years old,Male,Medium,4.0,5.0,2.0,4.0,Coffee B
GrBARZ,25-34 years old,Male,Light,5.0,4.0,3.0,5.0,Coffee C
rlrMBR,25-34 years old,Male,Nordic,4.0,3.0,3.0,2.0,Coffee A
J2kEvY,25-34 years old,,Dark,1.0,1.0,1.0,1.0,Coffee A
GrBAve,18-24 years old,Male,Medium,2.0,4.0,3.0,1.0,Coffee B
g5N6qO,18-24 years old,Female,Light,3.0,5.0,4.0,1.0,Coffee B
J2kvOo,35-44 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
GrBAlp,35-44 years old,Non-binary,Light,2.0,3.0,2.0,5.0,Coffee A
7d9r2P,25-34 years old,Male,Light,5.0,2.0,2.0,3.0,Coffee A
1r2odl,18-24 years old,Male,Light,4.0,3.0,3.0,3.0,Coffee D
J2kvdR,25-34 years old,Male,Light,3.0,2.0,3.0,4.0,Coffee D
jB9APx,25-34 years old,Male,Light,3.0,2.0,2.0,4.0,Coffee D
DVv6kZ,18-24 years old,Male,Dark,2.0,5.0,4.0,1.0,Coffee B
xdN8Ok,25-34 years old,Female,Medium,4.0,3.0,2.0,2.0,Coffee A
NAB1qO,35-44 years old,Male,Medium,2.0,5.0,3.0,1.0,Coffee B
GrBA9Z,35-44 years old,Non-binary,Light,5.0,2.0,3.0,4.0,Coffee A
bl4Qdg,25-34 years old,Male,Light,4.0,3.0,4.0,5.0,Coffee D
5dqPZo,25-34 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
J2kEyz,35-44 years old,Male,Medium,2.0,5.0,4.0,1.0,Coffee B
jB98j9,25-34 years old,Female,Medium,3.0,3.0,5.0,4.0,Coffee C
DVv67R,35-44 years old,Male,Light,4.0,3.0,3.0,5.0,Coffee D
QABlV8,35-44 years old,Non-binary,Light,3.0,2.0,1.0,1.0,Coffee A
LdMLpj,25-34 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
42NVrX,25-34 years old,Male,Medium,3.0,4.0,2.0,5.0,Coffee D
VZ1OpM,18-24 years old,Male,Medium,2.0,4.0,4.0,1.0,Coffee C
42NlWr,18-24 years old,Female,Medium,2.0,4.0,3.0,1.0,Coffee B
KMBKV8,25-34 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
aBrq6q,18-24 years old,Male,Light,5.0,3.0,2.0,2.0,Coffee A
oAVLeP,35-44 years old,,Light,1.0,,5.0,,Coffee C
YZzlPW,25-34 years old,Male,Medium,2.0,5.0,4.0,3.0,Coffee B
zKQ5jM,25-34 years old,Male,Dark,2.0,4.0,3.0,1.0,Coffee B
XeBPJY,35-44 years old,Male,Medium,4.0,5.0,3.0,2.0,Coffee C
kYRB61,25-34 years old,Male,Medium,4.0,2.0,3.0,2.0,Coffee A
zKQ5y0,35-44 years old,Male,Dark,5.0,3.0,5.0,1.0,Coffee C
RzBy5d,25-34 years old,Male,Medium,5.0,3.0,4.0,2.0,Coffee A
ZdRrNy,25-34 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
6dQE7B,25-34 years old,Male,Medium,5.0,2.0,3.0,4.0,Coffee A
0EjRey,25-34 years old,Female,Medium,3.0,5.0,5.0,1.0,Coffee B
QABlDp,25-34 years old,Female,Light,3.0,1.0,3.0,1.0,Coffee C
24xGB9,18-24 years old,Male,Light,4.0,2.0,3.0,1.0,Coffee A
EPb7QX,45-54 years old,Male,Light,2.0,2.0,4.0,4.0,Coffee D
qbE1AY,<18 years old,Male,Light,1.0,4.0,3.0,5.0,Coffee D
RzByD9,55-64 years old,Male,Medium,2.0,2.0,1.0,1.0,Coffee B
42NVQY,45-54 years old,Male,Light,2.0,5.0,4.0,4.0,Coffee B
EPb7XX,25-34 years old,Non-binary,Medium,2.0,2.0,5.0,5.0,Coffee D
Albe2z,25-34 years old,Male,Light,5.0,5.0,4.0,4.0,Coffee A
PABJ9V,45-54 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
rlrM5R,18-24 years old,Non-binary,Light,4.0,2.0,3.0,5.0,Coffee D
kYR8Pj,25-34 years old,Male,Nordic,4.0,3.0,2.0,5.0,Coffee D
J2kvqK,18-24 years old,Female,Medium,2.0,3.0,5.0,1.0,Coffee C
J2kv1K,25-34 years old,Male,Medium,4.0,2.0,4.0,3.0,Coffee C
PABJpB,25-34 years old,Male,Medium,3.0,5.0,4.0,2.0,Coffee B
EPb7l4,45-54 years old,Male,Medium,4.0,5.0,3.0,3.0,Coffee B
XeBP0j,25-34 years old,Male,Medium,4.0,3.0,5.0,2.0,Coffee C
vNx5Yv,25-34 years old,Male,Medium,5.0,4.0,2.0,3.0,Coffee C
NAB1WB,25-34 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
42NV8k,35-44 years old,Male,Light,4.0,3.0,3.0,5.0,Coffee D
VZ1OQg,25-34 years old,Non-binary,Light,5.0,2.0,2.0,5.0,Coffee A
LdMLWj,35-44 years old,Male,Dark,3.0,4.0,3.0,2.0,Coffee B
LdMLKv,25-34 years old,Male,Dark,4.0,3.0,2.0,2.0,Coffee C
zKQ5Ya,25-34 years old,Female,Medium,5.0,4.0,4.0,3.0,Coffee A
pLPpoJ,35-44 years old,Male,Medium,2.0,4.0,4.0,3.0,Coffee C
lNlkqv,25-34 years old,Male,Light,3.0,1.0,3.0,5.0,Coffee D
GrBO2O,25-34 years old,Female,Medium,3.0,5.0,3.0,1.0,Coffee B
KMBK1A,35-44 years old,Female,Medium,4.0,1.0,2.0,5.0,Coffee D
dY2e9o,25-34 years old,Male,Dark,3.0,4.0,4.0,3.0,Coffee C
9dJjQp,45-54 years old,Male,Light,5.0,3.0,2.0,4.0,Coffee A
QABl58,25-34 years old,Male,Light,5.0,3.0,2.0,5.0,Coffee D
BGbWk5,25-34 years old,Male,Light,5.0,4.0,1.0,2.0,Coffee A
24xGPj,25-34 years old,Male,Medium,1.0,3.0,4.0,4.0,Coffee A
0EjRdB,18-24 years old,Male,Dark,3.0,5.0,4.0,1.0,Coffee B
RzByPd,25-34 years old,Male,Light,4.0,1.0,2.0,5.0,Coffee D
RzBq9P,55-64 years old,Male,Medium,4.0,3.0,3.0,2.0,Coffee A
PABJ65,25-34 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
oAVLRP,25-34 years old,Non-binary,Medium,2.0,3.0,4.0,2.0,Coffee C
24xGPL,25-34 years old,Male,Light,3.0,4.0,2.0,4.0,Coffee D
rlr84L,25-34 years old,Female,Medium,2.0,4.0,5.0,4.0,Coffee C
VZ1O0v,25-34 years old,Male,Dark,1.0,4.0,5.0,3.0,Coffee C
8dp4xO,45-54 years old,,Dark,4.0,2.0,2.0,3.0,Coffee A
bl4QWL,25-34 years old,Non-binary,Medium,2.0,4.0,3.0,5.0,Coffee D
qbE1a9,25-34 years old,Male,Medium,2.0,4.0,4.0,3.0,Coffee C
VZ1O5J,45-54 years old,Female,Light,5.0,4.0,2.0,4.0,Coffee A
rlrMPl,25-34 years old,Female,Blonde,5.0,1.0,3.0,1.0,Coffee A
EPb7XN,55-64 years old,Female,Medium,3.0,4.0,5.0,1.0,Coffee C
dY2e0o,18-24 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
lNlkyB,18-24 years old,Male,Dark,3.0,5.0,3.0,1.0,Coffee B
BGbJo7,25-34 years old,Male,Medium,4.0,4.0,4.0,1.0,Coffee A
xdN5ay,35-44 years old,Male,Medium,2.0,3.0,2.0,4.0,Coffee D
GrBAdp,25-34 years old,Female,Dark,2.0,5.0,4.0,1.0,Coffee B
BGbWxQ,35-44 years old,Female,Medium,3.0,2.0,4.0,1.0,Coffee C
MAdpzp,35-44 years old,Male,Light,5.0,5.0,4.0,2.0,Coffee B
RzBy0J,25-34 years old,Male,Medium,2.0,3.0,1.0,4.0,Coffee D
PABJ1e,25-34 years old,Male,Light,2.0,5.0,3.0,1.0,Coffee B
XeBPWj,25-34 years old,Male,Light,4.0,3.0,4.0,5.0,Coffee D
g5N6Gl,35-44 years old,Male,Medium,4.0,3.0,2.0,5.0,Coffee D
jB9AZJ,18-24 years old,Female,Medium,3.0,4.0,4.0,2.0,Coffee B
g5N6e4,25-34 years old,Male,Light,4.0,1.0,2.0,5.0,Coffee D
0Ejq9Q,35-44 years old,Male,Light,4.0,3.0,3.0,5.0,Coffee D
xdN8EG,25-34 years old,Male,Medium,2.0,4.0,5.0,4.0,Coffee C
zKQ5Da,18-24 years old,Male,Medium,5.0,4.0,5.0,2.0,Coffee A
xdN5Xv,25-34 years old,Male,Light,4.0,3.0,3.0,4.0,Coffee A
24xGAj,25-34 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
lNl8j5,25-34 years old,Male,Medium,4.0,5.0,2.0,2.0,Coffee B
YZz7Nv,25-34 years old,Male,Light,2.0,1.0,3.0,4.0,Coffee D
VZ1OEj,35-44 years old,Male,Medium,4.0,2.0,2.0,5.0,Coffee D
bl4Qlo,35-44 years old,Male,Nordic,3.0,2.0,1.0,4.0,Coffee D
PABJ0Q,18-24 years old,,Dark,3.0,4.0,2.0,1.0,Coffee B
42NVkO,35-44 years old,Male,Light,3.0,4.0,4.0,2.0,Coffee B
9dJjdY,25-34 years old,Male,Light,4.0,2.0,2.0,4.0,Coffee A
WApV0J,18-24 years old,Male,Medium,3.0,4.0,3.0,2.0,Coffee B
1r2oEM,45-54 years old,Male,Medium,2.0,4.0,4.0,2.0,Coffee D
jB9AME,25-34 years old,Male,Medium,3.0,4.0,5.0,2.0,Coffee C
GrBAro,25-34 years old,Male,Light,3.0,2.0,1.0,4.0,Coffee C
KMBK67,25-34 years old,Female,Dark,4.0,2.0,3.0,1.0,Coffee D
xdN5QG,25-34 years old,Male,Light,3.0,4.0,2.0,5.0,Coffee D
XeBPe4,25-34 years old,Male,Dark,2.0,2.0,3.0,4.0,Coffee D
8dp4kx,18-24 years old,Female,Medium,5.0,4.0,2.0,4.0,Coffee C
EPb71N,45-54 years old,Male,Light,3.0,2.0,2.0,4.0,Coffee D
qbE1Wd,25-34 years old,,Light,4.0,3.0,2.0,5.0,Coffee D
eBxWBO,45-54 years old,Male,Medium,4.0,5.0,4.0,2.0,Coffee B
6dQExe,35-44 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
24xGrp,25-34 years old,Male,Light,2.0,1.0,2.0,5.0,Coffee D
0EjRbQ,25-34 years old,,Medium,2.0,2.0,2.0,3.0,Coffee D
5dqP2M,25-34 years old,Male,Medium,2.0,4.0,4.0,3.0,Coffee A
QABlrg,25-34 years old,Male,Light,4.0,2.0,4.0,3.0,Coffee A
xdN5Qo,25-34 years old,Male,Blonde,2.0,3.0,4.0,5.0,Coffee D
MAdpJg,25-34 years old,,Medium,5.0,2.0,2.0,4.0,Coffee A
vNx5AQ,18-24 years old,Female,Light,2.0,1.0,3.0,4.0,Coffee D
YZzldq,18-24 years old,Female,Medium,3.0,4.0,4.0,4.0,Coffee C
RzByYp,18-24 years old,,Light,4.0,2.0,3.0,5.0,Coffee D
zKQ5zq,18-24 years old,Male,Light,3.0,5.0,2.0,4.0,Coffee B
5dqPkd,35-44 years old,Male,Light,4.0,3.0,1.0,5.0,Coffee C
dY2eZN,25-34 years old,,Light,5.0,3.0,2.0,4.0,Coffee A
1r2ovO,25-34 years old,Female,Light,3.0,2.0,3.0,4.0,Coffee D
PABJB0,25-34 years old,Female,Dark,3.0,5.0,3.0,2.0,Coffee C
AlbeDW,25-34 years old,Non-binary,Light,2.0,1.0,5.0,5.0,Coffee C
GrBA1o,35-44 years old,Male,Light,4.0,3.0,1.0,5.0,Coffee D
6dQE15,25-34 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
LdMLG1,25-34 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
LdML0G,25-34 years old,Male,Medium,3.0,4.0,4.0,1.0,Coffee C
zKQ5Kq,25-34 years old,Male,Medium,2.0,3.0,1.0,1.0,Coffee B
J2kvJY,35-44 years old,Female,Medium,4.0,3.0,3.0,1.0,Coffee B
rlrMVM,18-24 years old,Male,Light,4.0,2.0,1.0,5.0,Coffee D
DVv6eb,18-24 years old,Male,Medium,4.0,3.0,4.0,4.0,Coffee D
5dqPdd,35-44 years old,Male,Dark,2.0,4.0,5.0,1.0,Coffee C
RzByLl,25-34 years old,Male,Medium,3.0,4.0,3.0,2.0,Coffee B
5dqPvP,25-34 years old,Male,Light,5.0,3.0,2.0,1.0,Coffee A
YZzlV0,18-24 years old,Male,Medium,2.0,3.0,1.0,3.0,Coffee D
vNx54A,18-24 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
XeBPG4,>65 years old,,Medium,3.0,4.0,5.0,1.0,Coffee C
jB9ABE,25-34 years old,Male,Light,2.0,4.0,3.0,5.0,Coffee D
